ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000858.SZ,20211029,215.27,221.53,215.08,216.51,215.29,1.22,0.5667,236335.32,5148687.289
000858.SZ,20211028,217.0,219.98,213.78,215.29,216.0,-0.71,-0.3287,219253.24,4755135.735
000858.SZ,20211027,219.01,220.66,214.0,216.0,220.66,-4.66,-2.1118,200484.93,4335703.423
000858.SZ,20211026,220.36,223.0,218.0,220.66,220.36,0.3,0.1361,171975.32,3792558.316
000858.SZ,20211025,223.0,224.89,218.0,220.36,225.03,-4.67,-2.0753,248159.64,5460700.048
000858.SZ,20211022,222.7,228.92,221.01,225.03,220.99,4.04,1.8281,226148.68,5094183.379
000858.SZ,20211021,221.0,222.95,219.0,220.99,219.94,1.05,0.4774,157813.85,3483824.011
000858.SZ,20211020,220.5,222.2,216.88,219.94,218.97,0.97,0.443,171712.31,3767655.125
000858.SZ,20211019,213.0,220.88,213.0,218.97,215.32,3.65,1.6952,271519.71,5912575.916
000858.SZ,20211018,224.95,224.95,212.5,215.32,234.32,-19.0,-8.1086,522286.55,11335046.052
000858.SZ,20211015,235.8,237.88,230.01,234.32,240.0,-5.68,-2.3667,302157.86,7060878.521
000858.SZ,20211014,238.0,244.68,236.16,240.0,239.49,0.51,0.213,240589.6,5770465.386
000858.SZ,20211013,228.37,244.6,227.2,239.49,229.34,10.15,4.4257,347774.22,8246438.709
000858.SZ,20211012,227.0,230.0,223.01,229.34,227.8,1.54,0.676,203423.73,4632611.152
000858.SZ,20211011,229.44,235.23,225.49,227.8,228.22,-0.42,-0.184,261465.75,5990773.979
000858.SZ,20211008,220.6,235.98,217.6,228.22,219.39,8.83,4.0248,416278.65,9498183.647
000858.SZ,20210930,217.0,223.29,217.0,219.39,218.68,0.71,0.3247,331905.68,7321693.53
000858.SZ,20210929,216.89,221.23,212.7,218.68,216.94,1.74,0.8021,311366.8,6769523.772
000858.SZ,20210928,220.32,222.6,214.0,216.94,220.57,-3.63,-1.6457,411458.63,8943981.561
000858.SZ,20210927,207.62,220.57,207.62,220.57,200.52,20.05,9.999,760065.57,16521941.311
000858.SZ,20210924,193.9,204.0,193.06,200.52,194.42,6.1,3.1375,350539.97,7023121.318
000858.SZ,20210923,194.82,196.88,192.64,194.42,193.93,0.49,0.2527,188112.96,3661752.983
000858.SZ,20210922,197.0,198.5,193.45,193.93,201.95,-8.02,-3.9713,249089.81,4852441.663
000858.SZ,20210917,196.0,205.0,194.07,201.95,197.0,4.95,2.5127,294397.02,5901688.645
000858.SZ,20210916,196.0,199.58,192.43,197.0,198.5,-1.5,-0.7557,335387.04,6590288.015
000858.SZ,20210915,203.0,204.55,196.7,198.5,205.73,-7.23,-3.5143,382035.77,7625717.389
000858.SZ,20210914,207.72,209.81,205.24,205.73,207.79,-2.06,-0.9914,235967.42,4881373.812
000858.SZ,20210913,212.0,214.7,206.99,207.79,213.7,-5.91,-2.7656,263428.26,5526541.97
000858.SZ,20210910,207.33,214.4,206.5,213.7,207.33,6.37,3.0724,318834.73,6744385.341
000858.SZ,20210909,207.73,209.21,205.0,207.33,207.72,-0.39,-0.1878,177575.31,3672149.965
000858.SZ,20210908,212.0,212.71,206.0,207.72,211.97,-4.25,-2.005,215536.77,4498947.533
000858.SZ,20210907,210.5,214.12,209.06,211.97,211.46,0.51,0.2412,259374.44,5483883.908
000858.SZ,20210906,204.5,215.3,202.55,211.46,205.89,5.57,2.7053,440709.83,9315590.567
000858.SZ,20210903,199.8,206.55,196.77,205.89,201.23,4.66,2.3158,344795.28,6994069.662
000858.SZ,20210902,207.94,208.1,200.2,201.23,207.71,-6.48,-3.1197,374601.64,7590159.048
000858.SZ,20210901,201.7,211.06,197.0,207.71,201.69,6.02,2.9848,503643.02,10338242.748
000858.SZ,20210831,206.5,208.0,199.4,201.69,207.0,-5.31,-2.5652,318551.68,6427633.946
000858.SZ,20210830,208.5,209.99,199.46,207.0,205.68,1.32,0.6418,347329.35,7094644.686
000858.SZ,20210827,207.16,210.0,204.5,205.68,207.17,-1.49,-0.7192,271909.67,5618956.602
000858.SZ,20210826,217.37,217.37,206.0,207.17,217.5,-10.33,-4.7494,332282.74,6953022.887
000858.SZ,20210825,210.88,218.93,210.66,217.5,210.0,7.5,3.5714,381798.85,8242448.408
000858.SZ,20210824,208.0,212.65,204.0,210.0,206.04,3.96,1.922,411903.75,8606900.863
000858.SZ,20210823,206.39,211.77,204.9,206.04,206.38,-0.34,-0.1647,418363.73,8684039.375
000858.SZ,20210820,211.52,216.68,205.39,206.38,222.65,-16.27,-7.3074,534004.35,11218172.732
000858.SZ,20210819,228.9,231.29,222.0,222.65,229.0,-6.35,-2.7729,289689.42,6520859.197
000858.SZ,20210818,228.0,232.5,223.9,229.0,229.95,-0.95,-0.4131,212644.88,4858678.332
000858.SZ,20210817,239.41,242.0,229.78,229.95,240.7,-10.75,-4.4661,218730.39,5137552.314
000858.SZ,20210816,240.0,244.37,238.4,240.7,240.8,-0.1,-0.0415,133173.13,3210893.055
000858.SZ,20210813,237.0,243.0,236.0,240.8,237.92,2.88,1.2105,160031.4,3832138.024
000858.SZ,20210812,245.0,248.6,237.15,237.92,246.2,-8.28,-3.3631,237149.46,5718032.984
000858.SZ,20210811,245.97,251.12,241.97,246.2,248.9,-2.7,-1.0848,253075.47,6234986.634
000858.SZ,20210810,231.26,250.0,227.38,248.9,230.01,18.89,8.2127,460837.46,11083250.874
000858.SZ,20210809,224.0,236.68,222.0,230.01,226.0,4.01,1.7743,264929.24,6099681.51
000858.SZ,20210806,225.0,227.9,221.25,226.0,227.17,-1.17,-0.515,191529.22,4306125.513
000858.SZ,20210805,229.0,236.0,225.5,227.17,234.5,-7.33,-3.1258,285510.69,6538505.734
000858.SZ,20210804,237.0,238.89,233.0,234.5,240.05,-5.55,-2.312,230289.51,5412225.848
000858.SZ,20210803,229.1,240.66,227.7,240.05,234.45,5.6,2.3886,341719.33,8061076.932
000858.SZ,20210802,215.37,234.9,212.15,234.45,220.75,13.7,6.2061,468444.4,10454507.732
000858.SZ,20210730,235.06,235.06,216.84,220.75,235.05,-14.3,-6.0838,427979.29,9495555.5
000858.SZ,20210729,245.44,245.79,233.68,235.05,236.68,-1.63,-0.6887,313221.53,7483908.399
000858.SZ,20210728,231.18,237.9,224.89,236.68,231.15,5.53,2.3924,361142.9,8397862.029
000858.SZ,20210727,247.0,248.8,231.0,231.15,249.54,-18.39,-7.3696,423313.05,10158683.399
000858.SZ,20210726,268.66,268.66,244.09,249.54,271.21,-21.67,-7.9901,462131.23,11693393.537
000858.SZ,20210723,278.86,279.0,268.12,271.21,280.1,-8.89,-3.1739,212303.52,5760869.08
000858.SZ,20210722,282.51,284.66,278.65,280.1,281.22,-1.12,-0.3983,143103.78,4028250.662
000858.SZ,20210721,282.29,285.97,280.01,281.22,282.3,-1.08,-0.3826,149605.1,4226787.177
000858.SZ,20210720,279.0,284.21,277.77,282.3,280.89,1.41,0.502,130092.23,3669251.201
000858.SZ,20210719,275.8,282.5,274.49,280.89,277.52,3.37,1.2143,143319.86,3994088.405
000858.SZ,20210716,280.85,283.36,277.0,277.52,280.83,-3.31,-1.1786,151513.98,4230603.079
000858.SZ,20210715,275.0,281.2,272.71,280.83,275.3,5.53,2.0087,195494.71,5443652.587
000858.SZ,20210714,273.9,277.0,268.0,275.3,276.0,-0.7,-0.2536,209218.3,5710321.392
000858.SZ,20210713,270.97,279.34,270.97,276.0,270.95,5.05,1.8638,218997.48,6044746.554
000858.SZ,20210712,270.0,272.96,262.69,270.95,267.28,3.67,1.3731,264246.69,7111433.622
000858.SZ,20210709,269.45,270.58,262.0,267.28,267.26,0.02,0.0075,213674.47,5702882.115
000858.SZ,20210708,285.0,285.79,267.62,269.84,284.59,-14.75,-5.1829,439575.67,12010041.26
000858.SZ,20210707,280.0,285.0,278.88,284.59,277.25,7.34,2.6474,174543.67,4936536.496
000858.SZ,20210706,279.85,281.03,270.22,277.25,281.1,-3.85,-1.3696,238954.51,6571285.948
000858.SZ,20210705,284.17,288.5,280.02,281.1,286.03,-4.93,-1.7236,180542.56,5106360.245
000858.SZ,20210702,294.0,294.69,285.2,286.03,298.2,-12.17,-4.0812,211691.6,6104707.041
000858.SZ,20210701,296.75,299.0,292.0,298.2,297.89,0.31,0.1041,136310.42,4012429.333
000858.SZ,20210630,296.0,302.4,295.49,297.89,298.55,-0.66,-0.2211,103395.09,3090106.555
000858.SZ,20210629,306.48,306.64,296.68,298.55,306.31,-7.76,-2.5334,156720.26,4707055.411
000858.SZ,20210628,300.01,306.53,300.01,306.31,299.92,6.39,2.1306,161253.87,4908850.411
000858.SZ,20210625,291.05,301.38,290.88,299.92,292.7,7.22,2.4667,205223.27,6107081.7
000858.SZ,20210624,288.5,295.0,284.18,292.7,290.94,1.76,0.6049,165518.34,4788276.581
000858.SZ,20210623,299.3,299.5,290.0,290.94,299.89,-8.95,-2.9844,230564.1,6749757.12
000858.SZ,20210622,298.0,302.5,297.3,299.89,296.87,3.02,1.0173,161663.58,4846385.284
000858.SZ,20210621,293.0,297.3,291.0,296.87,291.0,5.87,2.0172,206028.03,6063841.832
000858.SZ,20210618,295.31,297.0,286.0,291.0,294.22,-3.22,-1.0944,190715.78,5539524.449
000858.SZ,20210617,291.11,298.0,291.11,294.22,292.32,1.9,0.65,109045.54,3213936.358
000858.SZ,20210616,299.26,299.26,289.22,292.32,299.26,-6.94,-2.3191,140629.99,4120477.427
000858.SZ,20210615,301.52,304.05,292.77,299.26,301.57,-2.31,-0.766,145161.08,4323376.155
000858.SZ,20210611,303.06,304.0,296.0,301.57,303.05,-1.48,-0.4884,159127.82,4783871.682
000858.SZ,20210610,297.01,305.5,295.5,303.05,296.5,6.55,2.2091,150772.51,4565221.138
000858.SZ,20210609,297.0,300.0,291.55,296.5,297.95,-1.45,-0.4867,171576.68,5075838.987
000858.SZ,20210608,313.0,313.5,291.99,297.95,312.91,-14.96,-4.7809,311652.84,9408595.821
000858.SZ,20210607,316.36,317.43,308.87,312.91,315.3,-2.39,-0.758,187370.19,5843427.388
000858.SZ,20210604,312.0,318.5,309.51,315.3,313.61,1.69,0.5389,175287.7,5497026.749
000858.SZ,20210603,311.84,320.0,310.18,313.61,311.84,1.77,0.5676,179177.36,5652744.412
000858.SZ,20210602,315.7,318.37,308.5,311.84,315.7,-3.86,-1.2227,156532.08,4890684.59
000858.SZ,20210601,316.3,317.3,310.38,315.7,315.12,0.58,0.1841,163875.74,5152812.416
000858.SZ,20210531,315.3,315.62,309.32,315.12,316.9,-1.78,-0.5617,177683.88,5542253.079
000858.SZ,20210528,320.12,321.08,314.39,316.9,318.18,-1.28,-0.4023,130245.03,4116488.946
000858.SZ,20210527,318.17,326.23,314.22,318.18,319.0,-0.82,-0.2571,164363.12,5251052.172
000858.SZ,20210526,320.5,324.01,316.0,319.0,323.03,-4.03,-1.2476,190751.17,6100319.124
000858.SZ,20210525,306.0,323.06,304.92,323.03,305.01,18.02,5.908,323058.89,10261281.423
000858.SZ,20210524,300.0,305.2,295.35,305.01,296.6,8.41,2.8355,157088.94,4729942.081
000858.SZ,20210521,305.0,305.69,295.06,296.6,303.51,-6.91,-2.2767,172620.89,5161569.642
000858.SZ,20210520,304.7,307.98,301.56,303.51,302.79,0.72,0.2378,140239.85,4268328.787
000858.SZ,20210519,298.0,309.1,296.03,302.79,299.5,3.29,1.0985,167000.66,5082549.122
000858.SZ,20210518,298.01,300.0,294.3,299.5,297.19,2.31,0.7773,147286.92,4370179.795
000858.SZ,20210517,288.22,304.67,288.22,297.19,287.0,10.19,3.5505,280614.95,8373250.451
000858.SZ,20210514,277.96,288.4,275.18,287.0,276.0,11.0,3.9855,218084.51,6208023.602
000858.SZ,20210513,274.19,278.55,272.5,276.0,277.51,-1.51,-0.5441,97079.22,2670400.82
000858.SZ,20210512,274.2,279.58,274.0,277.51,275.45,2.06,0.7479,121063.44,3356761.37
000858.SZ,20210511,262.22,275.46,261.99,275.45,264.0,11.45,4.3371,192326.36,5208651.09
000858.SZ,20210510,270.58,274.0,261.4,264.0,272.1,-8.1,-2.9768,195248.24,5183389.746
000858.SZ,20210507,280.01,280.23,271.28,272.1,276.44,-4.34,-1.57,125007.53,3441009.131
000858.SZ,20210506,282.0,285.8,275.8,276.44,285.0,-8.56,-3.0035,168660.57,4713100.4
000858.SZ,20210430,287.0,289.3,283.68,285.0,289.5,-4.5,-1.5544,158030.59,4521364.969
000858.SZ,20210429,287.06,291.0,281.31,289.5,285.6,3.9,1.3655,206936.02,5941444.368
000858.SZ,20210428,275.0,285.6,273.8,285.6,281.82,3.78,1.3413,220278.59,6211307.911
000858.SZ,20210427,277.0,281.82,272.34,281.82,275.0,6.82,2.48,142314.52,3950995.457
000858.SZ,20210426,283.0,285.89,274.86,275.0,280.0,-5.0,-1.7857,203903.7,5710005.243
000858.SZ,20210423,272.25,281.0,272.25,280.0,271.19,8.81,3.2486,207833.26,5769545.85
000858.SZ,20210422,270.9,274.0,269.0,271.19,270.85,0.34,0.1255,116274.23,3157592.141
000858.SZ,20210421,265.0,272.97,263.58,270.85,267.75,3.1,1.1578,159231.6,4295280.588
000858.SZ,20210420,265.0,273.79,263.01,267.75,265.67,2.08,0.7829,199146.58,5367602.759
000858.SZ,20210419,260.0,268.21,253.5,265.67,261.8,3.87,1.4782,188155.79,4960854.542
000858.SZ,20210416,255.8,263.63,255.8,261.8,255.8,6.0,2.3456,187543.02,4877110.716
000858.SZ,20210415,261.31,262.99,249.32,255.8,263.78,-7.98,-3.0252,285959.38,7267459.255
000858.SZ,20210414,262.91,267.61,261.25,263.78,262.9,0.88,0.3347,148177.52,3916715.2
000858.SZ,20210413,261.26,268.22,261.26,262.9,260.99,1.91,0.7318,138757.29,3670699.723
000858.SZ,20210412,265.2,267.36,260.0,260.99,265.3,-4.31,-1.6246,133232.55,3495254.788
000858.SZ,20210409,271.0,272.5,265.0,265.3,273.08,-7.78,-2.849,146115.56,3895892.301
000858.SZ,20210408,265.0,274.85,264.06,273.08,270.85,2.23,0.8233,162114.26,4396674.335
000858.SZ,20210407,283.01,283.65,268.8,270.85,284.76,-13.91,-4.8848,244936.27,6674234.724
000858.SZ,20210406,285.95,288.0,282.0,284.76,284.56,0.2,0.0703,155508.45,4431624.295
000858.SZ,20210402,277.01,285.0,275.0,284.56,273.08,11.48,4.2039,229626.23,6443304.987
000858.SZ,20210401,270.0,273.89,267.01,273.08,267.98,5.1,1.9031,121142.12,3280567.357
000858.SZ,20210331,270.7,270.7,265.01,267.98,273.46,-5.48,-2.0039,134111.04,3583946.108
000858.SZ,20210330,270.5,278.52,270.5,273.46,272.09,1.37,0.5035,168707.79,4624076.063
000858.SZ,20210329,267.0,279.95,265.99,272.09,265.95,6.14,2.3087,281994.81,7712653.715
000858.SZ,20210326,258.0,267.18,255.82,265.95,255.98,9.97,3.8948,230202.69,6054732.217
000858.SZ,20210325,256.94,257.89,252.0,255.98,260.8,-4.82,-1.8482,186258.55,4750886.353
000858.SZ,20210324,259.09,269.0,258.62,260.8,262.25,-1.45,-0.5529,179421.51,4728182.217
000858.SZ,20210323,259.5,263.98,256.98,262.25,259.5,2.75,1.0597,126951.57,3309793.203
000858.SZ,20210322,260.95,263.59,254.71,259.5,260.79,-1.29,-0.4947,142782.19,3700614.995
000858.SZ,20210319,263.0,265.0,257.67,260.79,270.39,-9.6,-3.5504,197849.81,5158274.508
000858.SZ,20210318,265.0,275.0,265.0,270.39,264.31,6.08,2.3003,201303.34,5462748.512
000858.SZ,20210317,261.5,268.03,255.0,264.31,262.41,1.9,0.7241,198878.01,5234840.656
000858.SZ,20210316,251.6,262.55,250.55,262.41,251.01,11.4,4.5417,231656.05,5953026.225
000858.SZ,20210315,262.45,266.5,246.0,251.01,264.45,-13.44,-5.0822,248997.34,6320778.553
000858.SZ,20210312,269.1,269.49,255.77,264.45,265.04,-0.59,-0.2226,251437.85,6596290.241
000858.SZ,20210311,255.01,269.5,250.08,265.04,252.6,12.44,4.9248,301530.94,7909417.124
000858.SZ,20210310,248.0,255.0,247.1,252.6,242.5,10.1,4.1649,309582.3,7776577.821
000858.SZ,20210309,242.0,249.2,230.0,242.5,244.5,-2.0,-0.818,438745.77,10599045.847
000858.SZ,20210308,268.0,270.03,244.44,244.5,266.5,-22.0,-8.2552,383653.77,9779570.334
000858.SZ,20210305,258.0,272.19,254.0,266.5,266.31,0.19,0.0713,291650.4,7727068.295
000858.SZ,20210304,280.0,280.0,265.0,266.31,285.3,-18.99,-6.6562,329358.86,8896042.111
000858.SZ,20210303,276.0,286.8,271.61,285.3,280.7,4.6,1.6388,211717.11,5951313.5
000858.SZ,20210302,293.2,295.88,275.3,280.7,289.02,-8.32,-2.8787,244124.65,6955462.354
000858.SZ,20210301,286.0,294.0,281.01,289.02,280.0,9.02,3.2214,255063.27,7352003.877
000858.SZ,20210226,280.56,287.37,271.0,280.0,288.9,-8.9,-3.0807,288970.86,8100247.691
000858.SZ,20210225,296.5,299.98,285.58,288.9,293.08,-4.18,-1.4262,249046.49,7274333.597
000858.SZ,20210224,315.0,315.01,288.65,293.08,315.0,-21.92,-6.9587,417248.17,12424962.071
000858.SZ,20210223,306.0,322.86,304.17,315.0,313.06,1.94,0.6197,278668.32,8795804.295
000858.SZ,20210222,342.0,342.3,310.98,313.06,344.4,-31.34,-9.0999,414582.2,13367286.789
000858.SZ,20210219,333.6,346.2,325.95,344.4,333.5,10.9,3.2684,274750.02,9295089.531
000858.SZ,20210218,354.49,357.19,330.89,333.5,342.65,-9.15,-2.6704,343815.08,11828646.631
000858.SZ,20210210,333.0,345.68,332.5,342.65,329.5,13.15,3.9909,331931.63,11318193.474
000858.SZ,20210209,322.0,330.0,317.86,329.5,320.0,9.5,2.9688,224779.8,7323491.251
000858.SZ,20210208,324.0,330.5,313.8,320.0,319.76,0.24,0.0751,266529.98,8556525.644
000858.SZ,20210205,314.01,330.0,314.0,319.76,313.6,6.16,1.9643,328913.19,10624157.468
000858.SZ,20210204,306.0,316.8,305.01,313.6,308.75,4.85,1.5709,280574.6,8823190.961
000858.SZ,20210203,303.8,309.0,301.12,308.75,304.12,4.63,1.5224,224546.65,6862660.163
000858.SZ,20210202,292.0,304.33,291.9,304.12,292.29,11.83,4.0474,297492.4,8931329.219
000858.SZ,20210201,293.01,299.87,292.29,292.29,291.14,1.15,0.395,195759.92,5790219.683
000858.SZ,20210129,290.0,295.14,288.78,291.14,286.0,5.14,1.7972,220109.14,6431745.13
000858.SZ,20210128,288.23,292.0,283.0,286.0,292.58,-6.58,-2.249,276077.57,7911157.526
000858.SZ,20210127,302.9,302.9,287.0,292.58,305.78,-13.2,-4.3168,307938.47,9033475.506
000858.SZ,20210126,315.69,315.71,305.1,305.78,315.69,-9.91,-3.1392,241435.01,7458358.973
000858.SZ,20210125,295.57,316.33,293.2,315.69,295.56,20.13,6.8108,412909.4,12821666.909
000858.SZ,20210122,295.08,299.91,292.58,295.56,296.95,-1.39,-0.4681,249466.75,7369528.934
000858.SZ,20210121,285.8,298.99,285.5,296.95,284.85,12.1,4.2478,294023.9,8608576.887
000858.SZ,20210120,280.0,285.61,274.94,284.85,281.5,3.35,1.1901,264040.34,7448387.724
000858.SZ,20210119,287.0,290.0,280.0,281.5,284.55,-3.05,-1.0719,293888.57,8340023.174
000858.SZ,20210118,285.0,287.14,279.33,284.55,287.7,-3.15,-1.0949,272558.64,7724438.136
000858.SZ,20210115,288.0,292.29,278.07,287.7,289.4,-1.7,-0.5874,417132.51,11843762.786
000858.SZ,20210114,304.0,304.88,289.0,289.4,305.33,-15.93,-5.2173,354895.54,10426526.438
000858.SZ,20210113,311.53,313.48,302.12,305.33,310.0,-4.67,-1.5065,233653.02,7164303.594
000858.SZ,20210112,298.95,311.3,298.0,310.0,301.2,8.8,2.9216,230255.05,7067492.692
000858.SZ,20210111,316.43,316.5,299.5,301.2,317.0,-15.8,-4.9842,381952.91,11637052.715
000858.SZ,20210108,330.06,331.6,308.94,317.0,330.0,-13.0,-3.9394,378702.49,12096818.569
000858.SZ,20210107,328.31,330.68,317.08,330.0,328.3,1.7,0.5178,242559.48,7882443.069
000858.SZ,20210106,320.15,335.66,317.79,328.3,319.98,8.32,2.6002,313430.33,10211616.773
000858.SZ,20210105,297.2,319.98,294.5,319.98,298.05,21.93,7.3578,314606.33,9802665.755
000858.SZ,20210104,292.0,300.0,291.99,298.05,291.85,6.2,2.1244,234278.22,6977115.208
000858.SZ,20201231,288.01,294.47,288.0,291.85,286.88,4.97,1.7324,160038.3,4661694.421
000858.SZ,20201230,282.89,287.6,281.26,286.88,281.0,5.88,2.0925,168825.39,4826857.468
000858.SZ,20201229,286.08,286.66,279.18,281.0,285.95,-4.95,-1.7311,146589.3,4136060.906
000858.SZ,20201228,276.0,286.16,275.98,285.95,275.92,10.03,3.6351,193812.09,5490499.481
000858.SZ,20201225,272.6,277.43,271.5,275.92,275.32,0.6,0.2179,111113.9,3051169.983
000858.SZ,20201224,276.0,278.9,272.36,275.32,278.29,-2.97,-1.0672,156160.76,4293939.903
000858.SZ,20201223,283.0,288.5,275.0,278.29,282.38,-4.09,-1.4484,252215.86,7103972.923
000858.SZ,20201222,282.98,288.0,281.97,282.38,281.91,0.47,0.1667,187063.71,5338602.866
000858.SZ,20201221,275.31,281.98,275.31,281.91,276.86,5.05,1.824,161889.78,4537599.926
000858.SZ,20201218,276.9,279.68,274.08,276.86,277.81,-0.95,-0.342,150825.25,4179755.003
000858.SZ,20201217,274.54,280.0,274.21,277.81,274.33,3.48,1.2685,199760.98,5547260.94
000858.SZ,20201216,273.0,275.0,272.0,274.33,270.8,3.53,1.3035,160254.87,4392611.714
000858.SZ,20201215,273.15,273.3,267.31,270.8,273.15,-2.35,-0.8603,146118.14,3949335.198
000858.SZ,20201214,268.5,273.5,266.08,273.15,267.52,5.63,2.1045,181744.24,4937790.46
000858.SZ,20201211,268.85,269.99,263.4,267.52,267.67,-0.15,-0.056,150052.55,3995342.178
000858.SZ,20201210,269.0,272.0,267.3,267.67,269.72,-2.05,-0.76,134102.08,3611981.639
000858.SZ,20201209,273.0,274.0,269.5,269.72,272.0,-2.28,-0.8382,116776.49,3166929.094
000858.SZ,20201208,271.55,274.05,268.55,272.0,270.24,1.76,0.6513,147775.62,4019960.93
000858.SZ,20201207,267.21,275.2,267.21,270.24,267.19,3.05,1.1415,196216.18,5339342.747
